   694
    0.1000000E+01    0.0000000E+00    0.0000000E+00    0.8691003E+00    0.0000000E+00    0.0000000E+00
    0.9914449E+00    0.0000000E+00    0.1305262E+00    0.8616651E+00    0.0000000E+00    0.1134404E+00
    0.9914449E+00    0.9229596E-01    0.9229596E-01    0.8616651E+00    0.8021445E-01    0.8021445E-01
    0.9914449E+00    0.1305262E+00   -0.5705481E-08    0.8616651E+00    0.1134404E+00   -0.4958636E-08
    0.9914449E+00    0.9229596E-01   -0.9229596E-01    0.8616651E+00    0.8021445E-01   -0.8021445E-01
    0.9914449E+00   -0.1141096E-07   -0.1305262E+00    0.8616651E+00   -0.9917271E-08   -0.1134404E+00
    0.9914449E+00   -0.9229597E-01   -0.9229594E-01    0.8616651E+00   -0.8021446E-01   -0.8021443E-01
    0.9914449E+00   -0.1305262E+00    0.1556509E-08    0.8616651E+00   -0.1134404E+00    0.1352763E-08
    0.9914449E+00   -0.9229593E-01    0.9229599E-01    0.8616651E+00   -0.8021443E-01    0.8021448E-01
    0.9659258E+00    0.0000000E+00    0.2588190E+00    0.8394864E+00    0.0000000E+00    0.2249397E+00
    0.9659258E+00    0.1294095E+00    0.2241439E+00    0.8394864E+00    0.1124699E+00    0.1948035E+00
    0.9659258E+00    0.2241439E+00    0.1294095E+00    0.8394864E+00    0.1948035E+00    0.1124699E+00
    0.9659258E+00    0.2588190E+00   -0.1131334E-07    0.8394864E+00    0.2249397E+00   -0.9832427E-08
    0.9659258E+00    0.2241439E+00   -0.1294095E+00    0.8394864E+00    0.1948035E+00   -0.1124699E+00
    0.9659258E+00    0.1294095E+00   -0.2241439E+00    0.8394864E+00    0.1124699E+00   -0.1948035E+00
    0.9659258E+00   -0.2262668E-07   -0.2588190E+00    0.8394864E+00   -0.1966485E-07   -0.2249397E+00
    0.9659258E+00   -0.1294096E+00   -0.2241438E+00    0.8394864E+00   -0.1124699E+00   -0.1948035E+00
    0.9659258E+00   -0.2241439E+00   -0.1294095E+00    0.8394864E+00   -0.1948035E+00   -0.1124698E+00
    0.9659258E+00   -0.2588190E+00    0.3086386E-08    0.8394864E+00   -0.2249397E+00    0.2682379E-08
    0.9659258E+00   -0.2241439E+00    0.1294095E+00    0.8394864E+00   -0.1948035E+00    0.1124698E+00
    0.9659258E+00   -0.1294095E+00    0.2241439E+00    0.8394864E+00   -0.1124698E+00    0.1948036E+00
    0.9238795E+00    0.0000000E+00    0.3826835E+00    0.8029440E+00    0.0000000E+00    0.3325903E+00
    0.9238795E+00    0.1464466E+00    0.3535534E+00    0.8029440E+00    0.1272768E+00    0.3072734E+00
    0.9238795E+00    0.2705981E+00    0.2705981E+00    0.8029440E+00    0.2351769E+00    0.2351769E+00
    0.9238795E+00    0.3535534E+00    0.1464466E+00    0.8029440E+00    0.3072734E+00    0.1272768E+00
    0.9238795E+00    0.3826835E+00   -0.1672763E-07    0.8029440E+00    0.3325903E+00   -0.1453798E-07
    0.9238795E+00    0.3535534E+00   -0.1464466E+00    0.8029440E+00    0.3072734E+00   -0.1272768E+00
    0.9238795E+00    0.2705981E+00   -0.2705981E+00    0.8029440E+00    0.2351769E+00   -0.2351769E+00
    0.9238795E+00    0.1464466E+00   -0.3535534E+00    0.8029440E+00    0.1272767E+00   -0.3072734E+00
    0.9238795E+00   -0.3345525E-07   -0.3826835E+00    0.8029440E+00   -0.2907597E-07   -0.3325903E+00
    0.9238795E+00   -0.1464466E+00   -0.3535534E+00    0.8029440E+00   -0.1272768E+00   -0.3072734E+00
    0.9238795E+00   -0.2705981E+00   -0.2705980E+00    0.8029440E+00   -0.2351769E+00   -0.2351768E+00
    0.9238795E+00   -0.3535535E+00   -0.1464465E+00    0.8029440E+00   -0.3072734E+00   -0.1272767E+00
