Free surface data file
xf,yf,zf = collocation points
xs,ys,zs = source points
phif = potential on the free surface
sigma = source strength (this is the solution I got)
Number of free surface nodes =  2486
 xf            yf             zf             xs             ys             zs             phif           sigma
 0.145504E+02  0.163636E+00   0.281252E-02   0.145504E+02   0.163636E+00   0.259459E+00   0.787391E-01  -0.484498E-03
 0.149687E+02  0.163636E+00   0.337081E-02   0.149687E+02   0.163636E+00   0.260017E+00   0.743904E-01   0.631823E-03
 0.154018E+02  0.163636E+00   0.268056E-02   0.154018E+02   0.163636E+00   0.259327E+00   0.695351E-01  -0.167004E-02
 0.158504E+02  0.163636E+00   0.223249E-02   0.158504E+02   0.163636E+00   0.258878E+00   0.658289E-01   0.311871E-03
 0.163150E+02  0.163636E+00   0.209195E-02   0.163150E+02   0.163636E+00   0.258738E+00   0.621098E-01  -0.913361E-04
 0.167960E+02  0.163636E+00   0.167381E-02   0.167960E+02   0.163636E+00   0.258320E+00   0.588320E-01   0.496379E-04
 0.172942E+02  0.163636E+00   0.147884E-02   0.172942E+02   0.163636E+00   0.258125E+00   0.558414E-01   0.535247E-04
 0.178101E+02  0.163636E+00   0.129458E-02   0.178101E+02   0.163636E+00   0.257941E+00   0.530435E-01  -0.444202E-04
 0.183444E+02  0.163636E+00   0.115823E-02   0.183444E+02   0.163636E+00   0.257804E+00   0.504534E-01   0.460954E-04
 0.188976E+02  0.163636E+00   0.958417E-03   0.188976E+02   0.163636E+00   0.257604E+00   0.480601E-01  -0.401404E-06
 0.194706E+02  0.163636E+00   0.796343E-03   0.194706E+02   0.163636E+00   0.257442E+00   0.459056E-01   0.159651E-04
 0.200639E+02  0.163636E+00   0.674105E-03   0.200639E+02   0.163636E+00   0.257320E+00   0.438888E-01   0.185690E-04
 0.206783E+02  0.163636E+00   0.545596E-03   0.206783E+02   0.163636E+00   0.257192E+00   0.419207E-01   0.209288E-04
 0.213146E+02  0.163636E+00   0.401183E-03   0.213146E+02   0.163636E+00   0.257047E+00   0.400309E-01   0.154124E-04
 0.219736E+02  0.163636E+00   0.277671E-03   0.219736E+02   0.163636E+00   0.256924E+00   0.383457E-01   0.101373E-04
 0.226559E+02  0.163636E+00   0.173128E-03   0.226559E+02   0.163636E+00   0.256819E+00   0.369130E-01   0.186286E-04
 0.233626E+02  0.163636E+00   0.107376E-04   0.233626E+02   0.163636E+00   0.256657E+00   0.355959E-01   0.225045E-04
 0.240944E+02  0.163636E+00  -0.249865E-03   0.240944E+02   0.163636E+00   0.256396E+00   0.343847E-01   0.257438E-04
 0.248522E+02  0.163636E+00  -0.383173E-03   0.248522E+02   0.163636E+00   0.256263E+00   0.329088E-01   0.458005E-04
 0.256370E+02  0.163636E+00  -0.568673E-03   0.256370E+02   0.163636E+00   0.256077E+00   0.310323E-01   0.300579E-04
 0.264497E+02  0.163636E+00  -0.847202E-03   0.264497E+02   0.163636E+00   0.255799E+00   0.292089E-01   0.246472E-04
 0.272913E+02  0.163636E+00  -0.990511E-03   0.272913E+02   0.163636E+00   0.255655E+00   0.273897E-01   0.268829E-04
 0.281628E+02  0.163636E+00  -0.109955E-02   0.281628E+02   0.163636E+00   0.255546E+00   0.255339E-01   0.243826E-04
 0.290654E+02  0.163636E+00  -0.107111E-02   0.290654E+02   0.163636E+00   0.255575E+00   0.236896E-01   0.377740E-04
-0.200000E+02  0.345469E+00   0.108732E-02  -0.200000E+02   0.345469E+00   0.271627E+00  -0.320191E-01  -0.905654E-04
-0.192860E+02  0.345469E+00   0.108732E-02  -0.192860E+02   0.345469E+00   0.271627E+00  -0.320191E-01   0.400263E-04
-0.186100E+02  0.345469E+00   0.187045E-02  -0.186100E+02   0.345469E+00   0.272410E+00  -0.330539E-01   0.682028E-04
-0.179700E+02  0.345469E+00   0.251293E-02  -0.179700E+02   0.345469E+00   0.273052E+00  -0.355522E-01   0.310599E-04
-0.173640E+02  0.345469E+00   0.279512E-02  -0.173640E+02   0.345469E+00   0.273335E+00  -0.385510E-01   0.912440E-05
-0.167902E+02  0.345469E+00   0.298595E-02  -0.167902E+02   0.345469E+00   0.273526E+00  -0.414957E-01   0.135424E-04
-0.162470E+02  0.345469E+00   0.324976E-02  -0.162470E+02   0.345469E+00   0.273789E+00  -0.444730E-01   0.230020E-04
-0.157326E+02  0.345469E+00   0.357085E-02  -0.157326E+02   0.345469E+00   0.274110E+00  -0.476842E-01   0.233606E-04
-0.152456E+02  0.345469E+00   0.384267E-02  -0.152456E+02   0.345469E+00   0.274382E+00  -0.510904E-01   0.849947E-06
-0.147845E+02  0.345469E+00   0.415561E-02  -0.147845E+02   0.345469E+00   0.274695E+00  -0.546469E-01   0.377436E-04
-0.143480E+02  0.345469E+00   0.460181E-02  -0.143480E+02   0.345469E+00   0.275141E+00  -0.585077E-01   0.293899E-04
-0.139346E+02  0.345469E+00   0.504349E-02  -0.139346E+02   0.345469E+00   0.275583E+00  -0.627044E-01   0.282909E-04
-0.135433E+02  0.345469E+00   0.552994E-02  -0.135433E+02   0.345469E+00   0.276069E+00  -0.672105E-01   0.292701E-04
-0.131727E+02  0.345469E+00   0.608612E-02  -0.131727E+02   0.345469E+00   0.276626E+00  -0.720559E-01   0.411731E-04
-0.128219E+02  0.345469E+00   0.673010E-02  -0.128219E+02   0.345469E+00   0.277270E+00  -0.772808E-01   0.565355E-04
-0.124897E+02  0.345469E+00   0.747589E-02  -0.124897E+02   0.345469E+00   0.278015E+00  -0.829304E-01   0.520988E-04
-0.121752E+02  0.345469E+00   0.835692E-02  -0.121752E+02   0.345469E+00   0.278896E+00  -0.890684E-01   0.119214E-03
-0.118774E+02  0.345469E+00   0.939330E-02  -0.118774E+02   0.345469E+00   0.279933E+00  -0.957869E-01  -0.437934E-04
-0.115955E+02  0.345469E+00   0.104137E-01  -0.115955E+02   0.345469E+00   0.280953E+00  -0.103060E+00   0.168314E-03
-0.113286E+02  0.345469E+00   0.121787E-01  -0.113286E+02   0.345469E+00   0.282718E+00  -0.111155E+00   0.100574E-03
-0.110758E+02  0.345469E+00   0.142338E-01  -0.110758E+02   0.345469E+00   0.284773E+00  -0.120395E+00   0.202909E-03
-0.108365E+02  0.345469E+00   0.168102E-01  -0.108365E+02   0.345469E+00   0.287350E+00  -0.130961E+00   0.205471E-03
-0.106099E+02  0.345469E+00   0.201309E-01  -0.106099E+02   0.345469E+00   0.290670E+00  -0.143136E+00   0.237619E-03
-0.103954E+02  0.345469E+00   0.245990E-01  -0.103954E+02   0.345469E+00   0.295139E+00  -0.157365E+00   0.276817E-03
-0.101923E+02  0.345469E+00   0.308355E-01  -0.101923E+02   0.345469E+00   0.301375E+00  -0.174322E+00   0.109786E-03
-0.100000E+02  0.357721E+00   0.397375E-01  -0.100000E+02   0.357721E+00   0.310277E+00  -0.194812E+00   0.120292E-02
-0.980769E+01  0.389581E+00   0.522340E-01  -0.980769E+01   0.389581E+00   0.322774E+00  -0.220626E+00   0.126852E-01
-0.960458E+01  0.434648E+00   0.679614E-01  -0.960458E+01   0.434648E+00   0.338501E+00  -0.256565E+00  -0.941486E-02
-0.939006E+01  0.480588E+00   0.848553E-01  -0.939006E+01   0.480588E+00   0.355395E+00  -0.305001E+00  -0.952859E-02
-0.916349E+01  0.527306E+00   0.104228E+00  -0.916349E+01   0.527306E+00   0.374767E+00  -0.367756E+00   0.694071E-02
-0.892419E+01  0.574692E+00   0.128151E+00  -0.892419E+01   0.574692E+00   0.398691E+00  -0.451563E+00   0.380856E-01
-0.867144E+01  0.622620E+00   0.130955E+00  -0.867144E+01   0.622620E+00   0.401495E+00  -0.563266E+00   0.179197E-01
-0.840450E+01  0.670949E+00   0.782849E-01  -0.840450E+01   0.670949E+00   0.348825E+00  -0.637489E+00  -0.489926E-01
-0.812256E+01  0.719517E+00   0.135707E-01  -0.812256E+01   0.719517E+00   0.284110E+00  -0.630903E+00  -0.431540E-01
-0.782478E+01  0.768147E+00  -0.231332E-01  -0.782478E+01   0.768147E+00   0.247406E+00  -0.576495E+00   0.227217E-01
-0.751028E+01  0.816639E+00  -0.187172E-01  -0.751028E+01   0.816639E+00   0.251822E+00  -0.510986E+00   0.453586E-01
-0.717810E+01  0.864777E+00  -0.103505E-02  -0.717810E+01   0.864777E+00   0.269505E+00  -0.470079E+00  -0.384475E-01
-0.682727E+01  0.912321E+00  -0.758275E-03  -0.682727E+01   0.912321E+00   0.269781E+00  -0.452171E+00  -0.145684E-01
-0.645673E+01  0.959008E+00  -0.150581E-02  -0.645673E+01   0.959008E+00   0.269034E+00  -0.433254E+00   0.346305E-01
-0.606537E+01  0.100455E+01  -0.419569E-02  -0.606537E+01   0.100455E+01   0.266344E+00  -0.409553E+00  -0.201940E-01
-0.565202E+01  0.104865E+01  -0.983531E-02  -0.565202E+01   0.104865E+01   0.260704E+00  -0.378158E+00   0.135186E-02
-0.521546E+01  0.109097E+01  -0.655602E-02  -0.521546E+01   0.109097E+01   0.263984E+00  -0.348948E+00   0.116534E-01
-0.475436E+01  0.113113E+01  -0.987010E-02  -0.475436E+01   0.113113E+01   0.260669E+00  -0.320311E+00  -0.958061E-02
-0.426737E+01  0.116875E+01  -0.110277E-01  -0.426737E+01   0.116875E+01   0.259512E+00  -0.287244E+00   0.682645E-02
-0.375302E+01  0.120339E+01  -0.115828E-01  -0.375302E+01   0.120339E+01   0.258957E+00  -0.256116E+00  -0.243467E-02
-0.320977E+01  0.123457E+01  -0.138814E-01  -0.320977E+01   0.123457E+01   0.256658E+00  -0.223488E+00  -0.479466E-02
-0.263601E+01  0.126175E+01  -0.136094E-01  -0.263601E+01   0.126175E+01   0.256930E+00  -0.190015E+00  -0.842139E-02
-0.203001E+01  0.128433E+01  -0.137275E-01  -0.203001E+01   0.128433E+01   0.256812E+00  -0.155267E+00  -0.967248E-02
-0.138997E+01  0.130160E+01  -0.140319E-01  -0.138997E+01   0.130160E+01   0.256508E+00  -0.119211E+00  -0.739749E-02
-0.713972E+00  0.131271E+01  -0.145826E-01  -0.713972E+00   0.131271E+01   0.255957E+00  -0.820398E-01  -0.672524E-02
 0.000000E+00  0.131668E+01  -0.152000E-01   0.000000E+00   0.131668E+01   0.255340E+00  -0.433725E-01  -0.538538E-02
 0.713972E+00  0.131271E+01  -0.160250E-01   0.713972E+00   0.131271E+01   0.254515E+00  -0.507732E-02  -0.452057E-02
 0.138997E+01  0.130160E+01  -0.170220E-01   0.138997E+01   0.130160E+01   0.253518E+00   0.314161E-01  -0.379585E-02
 0.203001E+01  0.128433E+01  -0.181401E-01   0.203001E+01   0.128433E+01   0.252399E+00   0.666793E-01  -0.328018E-02
 0.263601E+01  0.126175E+01  -0.193236E-01   0.263601E+01   0.126175E+01   0.251216E+00   0.101197E+00  -0.289199E-02
 0.320977E+01  0.123457E+01  -0.204705E-01   0.320977E+01   0.123457E+01   0.250069E+00   0.135097E+00  -0.260348E-02
 0.375302E+01  0.120339E+01  -0.216013E-01   0.375302E+01   0.120339E+01   0.248938E+00   0.168401E+00  -0.238996E-02
 0.426737E+01  0.116875E+01  -0.226564E-01   0.426737E+01   0.116875E+01   0.247883E+00   0.201124E+00  -0.221982E-02
 0.475436E+01  0.113113E+01  -0.236573E-01   0.475436E+01   0.113113E+01   0.246882E+00   0.233205E+00  -0.207598E-02
 0.521546E+01  0.109097E+01  -0.246855E-01   0.521546E+01   0.109097E+01   0.245854E+00   0.264759E+00  -0.193507E-02
 0.565202E+01  0.104865E+01  -0.255987E-01   0.565202E+01   0.104865E+01   0.244941E+00   0.295923E+00  -0.176504E-02
 0.606537E+01  0.100455E+01  -0.262430E-01   0.606537E+01   0.100455E+01   0.244297E+00   0.326491E+00  -0.155704E-02
 0.645673E+01  0.959008E+00  -0.266446E-01   0.645673E+01   0.959008E+00   0.243895E+00   0.356111E+00  -0.133213E-02
 0.682727E+01  0.912321E+00  -0.269494E-01   0.682727E+01   0.912321E+00   0.243590E+00   0.384691E+00  -0.110759E-02
 0.717810E+01  0.864777E+00  -0.271542E-01   0.717810E+01   0.864777E+00   0.243385E+00   0.412334E+00  -0.839665E-03
 0.751028E+01  0.816639E+00  -0.271392E-01   0.751028E+01   0.816639E+00   0.243400E+00   0.439018E+00  -0.596336E-03
 0.782478E+01  0.768147E+00  -0.268277E-01   0.782478E+01   0.768147E+00   0.243712E+00   0.464559E+00  -0.211146E-03
 0.812256E+01  0.719517E+00  -0.258914E-01   0.812256E+01   0.719517E+00   0.244648E+00   0.488567E+00   0.904722E-04
 0.840450E+01  0.670949E+00  -0.244696E-01   0.840450E+01   0.670949E+00   0.246070E+00   0.510643E+00   0.394299E-03
 0.867144E+01  0.622620E+00  -0.223410E-01   0.867144E+01   0.622620E+00   0.248199E+00   0.530473E+00   0.714642E-03
 0.892419E+01  0.574692E+00  -0.192380E-01   0.892419E+01   0.574692E+00   0.251302E+00   0.547545E+00   0.104046E-02
 0.916349E+01  0.527306E+00  -0.145867E-01   0.916349E+01   0.527306E+00   0.255953E+00   0.561248E+00   0.147256E-02
 0.939006E+01  0.480588E+00  -0.779024E-02   0.939006E+01   0.480588E+00   0.262749E+00   0.570281E+00   0.221867E-02
 0.960458E+01  0.434648E+00   0.254108E-02   0.960458E+01   0.434648E+00   0.273081E+00   0.573527E+00   0.265444E-02
 0.980769E+01  0.389581E+00   0.175740E-01   0.980769E+01   0.389581E+00   0.288114E+00   0.568668E+00   0.196141E-02
 0.100000E+02  0.357721E+00   0.375730E-01   0.100000E+02   0.357721E+00   0.308113E+00   0.547980E+00  -0.415445E-03
 0.102564E+02  0.345469E+00   0.683809E-01   0.102564E+02   0.345469E+00   0.338920E+00   0.488539E+00   0.574390E-03
 0.105219E+02  0.345469E+00   0.102239E+00   0.105219E+02   0.345469E+00   0.372779E+00   0.393472E+00   0.130956E-01
 0.107969E+02  0.345469E+00   0.124944E+00   0.107969E+02   0.345469E+00   0.395483E+00   0.255797E+00   0.214384E-01
 0.110817E+02  0.345469E+00   0.932658E-01   0.110817E+02   0.345469E+00   0.363805E+00   0.118026E+00  -0.955485E-02
 0.113766E+02  0.345469E+00   0.281204E-01   0.113766E+02   0.345469E+00   0.298660E+00   0.672477E-01  -0.306802E-01
 0.116820E+02  0.345469E+00  -0.158248E-01   0.116820E+02   0.345469E+00   0.254715E+00   0.825791E-01  -0.538962E-02
 0.119982E+02  0.345469E+00  -0.206441E-01   0.119982E+02   0.345469E+00   0.249895E+00   0.120524E+00   0.238430E-01
 0.123257E+02  0.345469E+00   0.149268E-02   0.123257E+02   0.345469E+00   0.272032E+00   0.141577E+00   0.377059E-02
 0.126648E+02  0.345469E+00   0.140494E-01   0.126648E+02   0.345469E+00   0.284589E+00   0.125384E+00  -0.158540E-01
 0.130161E+02  0.345469E+00   0.832125E-02   0.130161E+02   0.345469E+00   0.278861E+00   0.102910E+00   0.449933E-02
 0.133798E+02  0.345469E+00   0.418095E-02   0.133798E+02   0.345469E+00   0.274720E+00   0.950527E-01   0.476447E-02
 0.137564E+02  0.345469E+00   0.399266E-02   0.137564E+02   0.345469E+00   0.274532E+00   0.909174E-01  -0.607080E-02
 0.141465E+02  0.345469E+00   0.364018E-02   0.141465E+02   0.345469E+00   0.274180E+00   0.845922E-01   0.283484E-02
 0.145504E+02  0.345469E+00   0.341580E-02   0.145504E+02   0.345469E+00   0.273955E+00   0.787300E-01   0.441950E-03
 0.149687E+02  0.345469E+00   0.276437E-02   0.149687E+02   0.345469E+00   0.273304E+00   0.740997E-01  -0.111606E-02
 0.154018E+02  0.345469E+00   0.254314E-02   0.154018E+02   0.345469E+00   0.273083E+00   0.698108E-01   0.139424E-02
 0.158504E+02  0.345469E+00   0.224688E-02   0.158504E+02   0.345469E+00   0.272786E+00   0.656892E-01  -0.336572E-03
 0.163150E+02  0.345469E+00   0.192549E-02   0.163150E+02   0.345469E+00   0.272465E+00   0.621218E-01   0.110847E-03
 0.167960E+02  0.345469E+00   0.176246E-02   0.167960E+02   0.345469E+00   0.272302E+00   0.588133E-01   0.204925E-04
 0.172942E+02  0.345469E+00   0.146802E-02   0.172942E+02   0.345469E+00   0.272008E+00   0.557921E-01  -0.715315E-04
 0.178101E+02  0.345469E+00   0.131442E-02   0.178101E+02   0.345469E+00   0.271854E+00   0.530017E-01   0.854008E-04
 0.183444E+02  0.345469E+00   0.116136E-02   0.183444E+02   0.345469E+00   0.271701E+00   0.503804E-01  -0.288259E-04
 0.188976E+02  0.345469E+00   0.941685E-03   0.188976E+02   0.345469E+00   0.271481E+00   0.480222E-01   0.233316E-04
 0.194706E+02  0.345469E+00   0.792072E-03   0.194706E+02   0.345469E+00   0.271332E+00   0.458873E-01   0.161219E-04
 0.200639E+02  0.345469E+00   0.672037E-03   0.200639E+02   0.345469E+00   0.271212E+00   0.438784E-01   0.187142E-04
 0.206783E+02  0.345469E+00   0.539503E-03   0.206783E+02   0.345469E+00   0.271079E+00   0.419185E-01   0.219798E-04
 0.213146E+02  0.345469E+00   0.396905E-03   0.213146E+02   0.345469E+00   0.270936E+00   0.400382E-01   0.169848E-04
 0.219736E+02  0.345469E+00   0.280386E-03   0.219736E+02   0.345469E+00   0.270820E+00   0.383534E-01   0.167459E-04
 0.226559E+02  0.345469E+00   0.175055E-03   0.226559E+02   0.345469E+00   0.270715E+00   0.369186E-01   0.213212E-04
 0.233626E+02  0.345469E+00   0.136609E-04   0.233626E+02   0.345469E+00   0.270553E+00   0.356015E-01   0.236086E-04
 0.240944E+02  0.345469E+00  -0.241693E-03   0.240944E+02   0.345469E+00   0.270298E+00   0.343719E-01   0.308370E-04
 0.248522E+02  0.345469E+00  -0.388998E-03   0.248522E+02   0.345469E+00   0.270151E+00   0.328942E-01   0.565143E-04
 0.256370E+02  0.345469E+00  -0.577783E-03   0.256370E+02   0.345469E+00   0.269962E+00   0.310386E-01   0.322956E-04
 0.264497E+02  0.345469E+00  -0.847289E-03   0.264497E+02   0.345469E+00   0.269692E+00   0.292140E-01   0.317841E-04
 0.272913E+02  0.345469E+00  -0.992545E-03   0.272913E+02   0.345469E+00   0.269547E+00   0.273889E-01   0.309329E-04
 0.281628E+02  0.345469E+00  -0.110242E-02   0.281628E+02   0.345469E+00   0.269437E+00   0.255340E-01   0.283004E-04
 0.290654E+02  0.345469E+00  -0.107376E-02   0.290654E+02   0.345469E+00   0.269466E+00   0.236901E-01   0.433247E-04
-0.200000E+02  0.547522E+00   0.108380E-02  -0.200000E+02   0.547522E+00   0.286269E+00  -0.320172E-01  -0.105650E-03
-0.192860E+02  0.547522E+00   0.108380E-02  -0.192860E+02   0.547522E+00   0.286269E+00  -0.320172E-01   0.482848E-04
-0.186100E+02  0.547522E+00   0.185865E-02  -0.186100E+02   0.547522E+00   0.287044E+00  -0.330296E-01   0.796281E-04
-0.179700E+02  0.547522E+00   0.250706E-02  -0.179700E+02   0.547522E+00   0.287692E+00  -0.355060E-01   0.387466E-04
-0.173640E+02  0.547522E+00   0.279546E-02  -0.173640E+02   0.547522E+00   0.287981E+00  -0.385044E-01   0.830284E-05
-0.167902E+02  0.547522E+00   0.297996E-02  -0.167902E+02   0.547522E+00   0.288165E+00  -0.414478E-01   0.116591E-04
-0.162470E+02  0.547522E+00   0.323621E-02  -0.162470E+02   0.547522E+00   0.288422E+00  -0.444067E-01   0.229678E-04
-0.157326E+02  0.547522E+00   0.355772E-02  -0.157326E+02   0.547522E+00   0.288743E+00  -0.475963E-01   0.240934E-04
-0.152456E+02  0.547522E+00   0.382615E-02  -0.152456E+02   0.547522E+00   0.289011E+00  -0.509846E-01  -0.125012E-05
-0.147845E+02  0.547522E+00   0.413332E-02  -0.147845E+02   0.547522E+00   0.289319E+00  -0.545150E-01   0.448708E-04
-0.143480E+02  0.547522E+00   0.459039E-02  -0.143480E+02   0.547522E+00   0.289776E+00  -0.583546E-01   0.382742E-04
-0.139346E+02  0.547522E+00   0.504674E-02  -0.139346E+02   0.547522E+00   0.290232E+00  -0.625546E-01   0.381956E-04
-0.135433E+02  0.547522E+00   0.553033E-02  -0.135433E+02   0.547522E+00   0.290716E+00  -0.670720E-01   0.418657E-04
-0.131727E+02  0.547522E+00   0.606434E-02  -0.131727E+02   0.547522E+00   0.291250E+00  -0.719064E-01   0.462169E-04
-0.128219E+02  0.547522E+00   0.668324E-02  -0.128219E+02   0.547522E+00   0.291869E+00  -0.770870E-01   0.612393E-04
-0.124897E+02  0.547522E+00   0.741102E-02  -0.124897E+02   0.547522E+00   0.292596E+00  -0.826714E-01   0.548748E-04
-0.121752E+02  0.547522E+00   0.827414E-02  -0.121752E+02   0.547522E+00   0.293459E+00  -0.887334E-01   0.138175E-03
-0.118774E+02  0.547522E+00   0.928477E-02  -0.118774E+02   0.547522E+00   0.294470E+00  -0.953618E-01  -0.924639E-04
-0.115955E+02  0.547522E+00   0.102651E-01  -0.115955E+02   0.547522E+00   0.295450E+00  -0.102520E+00   0.260266E-03
-0.113286E+02  0.547522E+00   0.119843E-01  -0.113286E+02   0.547522E+00   0.297170E+00  -0.110468E+00   0.114703E-03
-0.110758E+02  0.547522E+00   0.139510E-01  -0.110758E+02   0.547522E+00   0.299136E+00  -0.119513E+00   0.182265E-03
-0.108365E+02  0.547522E+00   0.163737E-01  -0.108365E+02   0.547522E+00   0.301559E+00  -0.129798E+00   0.194089E-03
-0.106099E+02  0.547522E+00   0.194185E-01  -0.106099E+02   0.547522E+00   0.304604E+00  -0.141551E+00   0.263004E-03
-0.103954E+02  0.547522E+00   0.233408E-01  -0.103954E+02   0.547522E+00   0.308526E+00  -0.155104E+00   0.266199E-03
-0.101923E+02  0.547522E+00   0.285332E-01  -0.101923E+02   0.547522E+00   0.313718E+00  -0.170950E+00   0.694383E-03
-0.100000E+02  0.559561E+00   0.351322E-01  -0.100000E+02   0.559561E+00   0.320318E+00  -0.189432E+00  -0.639823E-03
-0.980769E+01  0.590870E+00   0.431981E-01  -0.980769E+01   0.590870E+00   0.328383E+00  -0.211734E+00  -0.258825E-02
-0.960458E+01  0.635155E+00   0.530552E-01  -0.960458E+01   0.635155E+00   0.338240E+00  -0.239704E+00   0.602814E-02
-0.939006E+01  0.680298E+00   0.651297E-01  -0.939006E+01   0.680298E+00   0.350315E+00  -0.275769E+00   0.524149E-02
-0.916349E+01  0.726206E+00   0.775768E-01  -0.916349E+01   0.726206E+00   0.362762E+00  -0.322584E+00  -0.245278E-02
-0.892419E+01  0.772771E+00   0.878898E-01  -0.892419E+01   0.772771E+00   0.373075E+00  -0.380383E+00  -0.767967E-02
-0.867144E+01  0.819868E+00   0.956362E-01  -0.867144E+01   0.819868E+00   0.380821E+00  -0.447692E+00   0.865092E-02
-0.840450E+01  0.867359E+00   0.920871E-01  -0.840450E+01   0.867359E+00   0.377272E+00  -0.520997E+00   0.297717E-01
-0.812256E+01  0.915085E+00   0.562468E-01  -0.812256E+01   0.915085E+00   0.341432E+00  -0.568101E+00   0.404165E-04
-0.782478E+01  0.962872E+00   0.267599E-02  -0.782478E+01   0.962872E+00   0.287861E+00  -0.550347E+00  -0.488886E-01
-0.751028E+01  0.101052E+01  -0.318210E-01  -0.751028E+01   0.101052E+01   0.253364E+00  -0.489313E+00  -0.218775E-01
-0.717810E+01  0.105783E+01  -0.216285E-01  -0.717810E+01   0.105783E+01   0.263557E+00  -0.422048E+00   0.523931E-01
-0.682727E+01  0.110455E+01   0.129179E-01  -0.682727E+01   0.110455E+01   0.298103E+00  -0.399010E+00   0.676216E-02
-0.645673E+01  0.115042E+01   0.192425E-02  -0.645673E+01   0.115042E+01   0.287110E+00  -0.401851E+00  -0.408746E-01
-0.606537E+01  0.119518E+01  -0.932276E-02  -0.606537E+01   0.119518E+01   0.275863E+00  -0.371321E+00   0.226329E-01
-0.565202E+01  0.123851E+01  -0.117013E-02  -0.565202E+01   0.123851E+01   0.284015E+00  -0.347041E+00  -0.283956E-02
-0.521546E+01  0.128009E+01  -0.872024E-02  -0.521546E+01   0.128009E+01   0.276465E+00  -0.324247E+00  -0.108523E-01
