Body data file part 1
xf,yf,zf = collocation points
xs,ys,zs = source points
dphifdn = Body boundary condition
sigma = source strength (this is the solution I got)
Number of body nodes =   510
 xf            yf             zf             xs             ys             zs             dphifn         sigma
-0.375302E+01  0.835839E+00  -0.289898E+00  -0.373798E+01   0.588627E+00  -0.208866E+00  -0.171145E+00  -0.362807E-02
-0.375302E+01  0.780246E+00  -0.427055E+00  -0.373971E+01   0.545889E+00  -0.313892E+00  -0.151454E+00  -0.617635E-03
-0.375302E+01  0.703381E+00  -0.564213E+00  -0.374179E+01   0.483896E+00  -0.424192E+00  -0.127870E+00  -0.137619E-02
-0.375302E+01  0.605247E+00  -0.701370E+00  -0.374403E+01   0.401191E+00  -0.539548E+00  -0.102295E+00  -0.440589E-04
-0.375302E+01  0.485841E+00  -0.838528E+00  -0.374634E+01   0.296800E+00  -0.659295E+00  -0.760720E-01  -0.115057E-02
-0.375302E+01  0.345165E+00  -0.975685E+00  -0.374862E+01   0.170178E+00  -0.782640E+00  -0.500270E-01   0.428994E-02
-0.375302E+01  0.183218E+00  -0.111284E+01  -0.375086E+01   0.210912E-01  -0.908842E+00  -0.246034E-01  -0.521654E-02
-0.375302E+01  0.000000E+00  -0.125000E+01  -0.375302E+01   0.000000E+00  -0.103727E+01   0.000000E+00   0.309626E-02
-0.320977E+01  0.915272E+00  -0.177224E-01  -0.319534E+01   0.647912E+00  -0.121702E-01  -0.159882E+00  -0.643872E-02
-0.320977E+01  0.901445E+00  -0.154642E+00  -0.319578E+01   0.638289E+00  -0.106956E+00  -0.154990E+00   0.348023E-03
-0.320977E+01  0.865650E+00  -0.291562E+00  -0.319685E+01   0.612521E+00  -0.205081E+00  -0.143165E+00  -0.259582E-02
-0.320977E+01  0.807888E+00  -0.428482E+00  -0.319838E+01   0.568771E+00  -0.308424E+00  -0.126216E+00  -0.760060E-03
-0.320977E+01  0.728159E+00  -0.565401E+00  -0.320019E+01   0.505047E+00  -0.417584E+00  -0.106145E+00  -0.113077E-02
-0.320977E+01  0.626462E+00  -0.702321E+00  -0.320213E+01   0.419761E+00  -0.532213E+00  -0.846039E-01  -0.402734E-04
-0.320977E+01  0.502798E+00  -0.839241E+00  -0.320411E+01   0.311895E+00  -0.651505E+00  -0.627131E-01  -0.987950E-03
-0.320977E+01  0.357166E+00  -0.976160E+00  -0.320606E+01   0.180917E+00  -0.774559E+00  -0.411290E-01   0.376443E-02
-0.320977E+01  0.189567E+00  -0.111308E+01  -0.320795E+01   0.266236E-01  -0.900555E+00  -0.201814E-01  -0.469307E-02
-0.320977E+01  0.000000E+00  -0.125000E+01  -0.320977E+01   0.000000E+00  -0.102882E+01   0.000000E+00   0.282951E-02
-0.263601E+01  0.943260E+00  -0.175537E-01  -0.262401E+01   0.668357E+00  -0.117263E-01  -0.129272E+00  -0.234179E-02
-0.263601E+01  0.929035E+00  -0.154492E+00  -0.262439E+01   0.658717E+00  -0.104060E+00  -0.125199E+00  -0.293351E-02
-0.263601E+01  0.892164E+00  -0.291431E+00  -0.262530E+01   0.632742E+00  -0.200131E+00  -0.115384E+00  -0.667463E-03
-0.263601E+01  0.832648E+00  -0.428369E+00  -0.262660E+01   0.588336E+00  -0.301986E+00  -0.101415E+00  -0.124407E-02
-0.263601E+01  0.750486E+00  -0.565308E+00  -0.262812E+01   0.523270E+00  -0.410194E+00  -0.850112E-01  -0.758591E-03
-0.263601E+01  0.645680E+00  -0.702246E+00  -0.262974E+01   0.435825E+00  -0.524281E+00  -0.675507E-01  -0.764935E-04
-0.263601E+01  0.518228E+00  -0.839185E+00  -0.263137E+01   0.324941E+00  -0.643306E+00  -0.499364E-01  -0.828296E-03
-0.263601E+01  0.368130E+00  -0.976123E+00  -0.263298E+01   0.190094E+00  -0.766258E+00  -0.326742E-01   0.323035E-02
-0.263601E+01  0.195388E+00  -0.111306E+01  -0.263452E+01   0.311080E-01  -0.892246E+00  -0.160021E-01  -0.411224E-02
-0.263601E+01  0.000000E+00  -0.125000E+01  -0.263601E+01   0.000000E+00  -0.102055E+01   0.000000E+00   0.249922E-02
-0.203001E+01  0.966513E+00  -0.170664E-01  -0.202064E+01   0.683879E+00  -0.110979E-01  -0.982342E-01   0.992210E-03
-0.203001E+01  0.952009E+00  -0.154059E+00  -0.202094E+01   0.674303E+00  -0.101121E+00  -0.950730E-01  -0.558959E-02
-0.203001E+01  0.914284E+00  -0.291052E+00  -0.202167E+01   0.648279E+00  -0.195253E+00  -0.874583E-01   0.111388E-02
-0.203001E+01  0.853336E+00  -0.428044E+00  -0.202270E+01   0.603463E+00  -0.295700E+00  -0.766781E-01  -0.164263E-02
-0.203001E+01  0.769168E+00  -0.565037E+00  -0.202390E+01   0.537409E+00  -0.403001E+00  -0.641045E-01  -0.387415E-03
-0.203001E+01  0.661778E+00  -0.702029E+00  -0.202516E+01   0.448273E+00  -0.516564E+00  -0.508103E-01  -0.974883E-04
-0.203001E+01  0.531166E+00  -0.839022E+00  -0.202644E+01   0.334956E+00  -0.635321E+00  -0.374785E-01  -0.676628E-03
-0.203001E+01  0.377332E+00  -0.976015E+00  -0.202768E+01   0.196944E+00  -0.758162E+00  -0.244773E-01   0.270288E-02
-0.203001E+01  0.200277E+00  -0.111301E+01  -0.202887E+01   0.340865E-01  -0.884131E+00  -0.119693E-01  -0.349493E-02
-0.203001E+01  0.000000E+00  -0.125000E+01  -0.203001E+01   0.000000E+00  -0.101247E+01   0.000000E+00   0.211169E-02
-0.138997E+01  0.984283E+00  -0.171940E-01  -0.138345E+01   0.693736E+00  -0.108988E-01  -0.665595E-01   0.191754E-02
-0.138997E+01  0.969493E+00  -0.154172E+00  -0.138366E+01   0.684207E+00  -0.987483E-01  -0.643722E-01  -0.563907E-02
-0.138997E+01  0.931060E+00  -0.291151E+00  -0.138417E+01   0.658213E+00  -0.191047E+00  -0.591249E-01   0.171438E-02
-0.138997E+01  0.868983E+00  -0.428129E+00  -0.138490E+01   0.613189E+00  -0.290130E+00  -0.517337E-01  -0.152582E-02
-0.138997E+01  0.783262E+00  -0.565108E+00  -0.138574E+01   0.546500E+00  -0.396509E+00  -0.431611E-01  -0.151377E-03
-0.138997E+01  0.673897E+00  -0.702086E+00  -0.138662E+01   0.456197E+00  -0.509485E+00  -0.341448E-01  -0.562995E-04
-0.138997E+01  0.540888E+00  -0.839065E+00  -0.138750E+01   0.341152E+00  -0.627880E+00  -0.251442E-01  -0.526765E-03
-0.138997E+01  0.384236E+00  -0.976043E+00  -0.138836E+01   0.200858E+00  -0.750501E+00  -0.163991E-01   0.214618E-02
-0.138997E+01  0.203940E+00  -0.111302E+01  -0.138918E+01   0.351844E-01  -0.876335E+00  -0.801003E-02  -0.279298E-02
-0.138997E+01  0.000000E+00  -0.125000E+01  -0.138997E+01   0.000000E+00  -0.100459E+01   0.000000E+00   0.164987E-02
-0.713972E+00  0.995720E+00  -0.175563E-01  -0.710552E+00   0.697073E+00  -0.108725E-01  -0.339537E-01   0.429492E-02
-0.713972E+00  0.980703E+00  -0.154494E+00  -0.710666E+00   0.687610E+00  -0.967711E-01  -0.328197E-01  -0.708873E-02
-0.713972E+00  0.941782E+00  -0.291433E+00  -0.710939E+00   0.661756E+00  -0.187400E+00  -0.301120E-01   0.313425E-02
-0.713972E+00  0.878955E+00  -0.428371E+00  -0.711322E+00   0.616770E+00  -0.285198E+00  -0.263127E-01  -0.170803E-02
-0.713972E+00  0.792224E+00  -0.565309E+00  -0.711764E+00   0.549866E+00  -0.390655E+00  -0.219229E-01   0.231003E-03
-0.713972E+00  0.681589E+00  -0.702247E+00  -0.712227E+00   0.459010E+00  -0.502993E+00  -0.173220E-01  -0.627698E-04
-0.713972E+00  0.547049E+00  -0.839185E+00  -0.712688E+00   0.343045E+00  -0.620948E+00  -0.127425E-01  -0.316476E-03
-0.713972E+00  0.388604E+00  -0.976124E+00  -0.713135E+00   0.201466E+00  -0.743261E+00  -0.830348E-02   0.144671E-02
-0.713972E+00  0.206254E+00  -0.111306E+01  -0.713564E+00   0.341564E-01  -0.868872E+00  -0.405293E-02  -0.187022E-02
-0.713972E+00  0.000000E+00  -0.125000E+01  -0.713972E+00   0.000000E+00  -0.996960E+00   0.000000E+00   0.106391E-02
 0.000000E+00  0.999792E+00  -0.180096E-01   0.000000E+00   0.701130E+00  -0.111247E-01   0.000000E+00   0.569415E-02
 0.000000E+00  0.984644E+00  -0.154897E+00   0.000000E+00   0.691607E+00  -0.967973E-01   0.000000E+00  -0.682514E-02
 0.000000E+00  0.945511E+00  -0.291785E+00   0.000000E+00   0.665652E+00  -0.187262E+00   0.000000E+00   0.361109E-02
 0.000000E+00  0.882393E+00  -0.428673E+00   0.000000E+00   0.620488E+00  -0.284965E+00   0.000000E+00  -0.145180E-02
 0.000000E+00  0.795290E+00  -0.565561E+00   0.000000E+00   0.553302E+00  -0.390381E+00   0.000000E+00   0.528210E-03
 0.000000E+00  0.684202E+00  -0.702449E+00   0.000000E+00   0.462054E+00  -0.502707E+00   0.000000E+00  -0.768965E-04
 0.000000E+00  0.549129E+00  -0.839337E+00   0.000000E+00   0.345589E+00  -0.620663E+00   0.000000E+00   0.334373E-04
 0.000000E+00  0.390071E+00  -0.976224E+00   0.000000E+00   0.203409E+00  -0.742978E+00   0.000000E+00   0.344273E-03
 0.000000E+00  0.207028E+00  -0.111311E+01   0.000000E+00   0.354057E-01  -0.868588E+00   0.000000E+00  -0.382941E-03
 0.000000E+00  0.000000E+00  -0.125000E+01   0.000000E+00   0.000000E+00  -0.996668E+00   0.000000E+00   0.230219E-03
 0.713972E+00  0.995690E+00  -0.188587E-01   0.710645E+00   0.705105E+00  -0.118729E-01   0.339513E-01   0.643990E-02
 0.713972E+00  0.980474E+00  -0.155652E+00   0.710757E+00   0.695362E+00  -0.990799E-01   0.328028E-01  -0.564282E-02
 0.713972E+00  0.941405E+00  -0.292446E+00   0.711023E+00   0.669042E+00  -0.190909E+00   0.300872E-01   0.349154E-02
 0.713972E+00  0.878481E+00  -0.429239E+00   0.711396E+00   0.623482E+00  -0.289708E+00   0.262863E-01  -0.935785E-03
 0.713972E+00  0.791703E+00  -0.566033E+00   0.711826E+00   0.555980E+00  -0.395944E+00   0.218989E-01   0.714513E-03
 0.713972E+00  0.681070E+00  -0.702826E+00   0.712276E+00   0.464571E+00  -0.508855E+00   0.173024E-01  -0.254898E-04
 0.713972E+00  0.546584E+00  -0.839620E+00   0.712724E+00   0.348135E+00  -0.627214E+00   0.127282E-01   0.306634E-03
 0.713972E+00  0.388243E+00  -0.976413E+00   0.713159E+00   0.206183E+00  -0.749801E+00   0.829429E-02  -0.571369E-03
 0.713972E+00  0.206049E+00  -0.111321E+01   0.713575E+00   0.386049E-01  -0.875589E+00   0.404854E-02   0.865449E-03
 0.713972E+00  0.000000E+00  -0.125000E+01   0.713972E+00   0.000000E+00  -0.100378E+01   0.000000E+00  -0.509640E-03
 0.138997E+01  0.984217E+00  -0.200186E-01   0.138362E+01   0.701526E+00  -0.128875E-01   0.665494E-01   0.710495E-02
 0.138997E+01  0.969002E+00  -0.156683E+00   0.138384E+01   0.691572E+00  -0.101908E+00   0.643012E-01  -0.471764E-02
 0.138997E+01  0.930251E+00  -0.293348E+00   0.138434E+01   0.664997E+00  -0.195296E+00   0.590205E-01   0.347660E-02
 0.138997E+01  0.867964E+00  -0.430012E+00   0.138505E+01   0.619314E+00  -0.295277E+00   0.516219E-01  -0.508097E-03
 0.138997E+01  0.782143E+00  -0.566677E+00   0.138586E+01   0.551979E+00  -0.402321E+00   0.430591E-01   0.880662E-03
 0.138997E+01  0.672785E+00  -0.703342E+00   0.138672E+01   0.461121E+00  -0.515744E+00   0.340617E-01   0.538512E-04
 0.138997E+01  0.539892E+00  -0.840006E+00   0.138758E+01   0.345656E+00  -0.634405E+00   0.250830E-01   0.479162E-03
 0.138997E+01  0.383464E+00  -0.976671E+00   0.138841E+01   0.205098E+00  -0.757152E+00   0.163598E-01  -0.119103E-02
 0.138997E+01  0.203500E+00  -0.111334E+01   0.138921E+01   0.393241E-01  -0.883007E+00   0.799124E-02   0.169870E-02
 0.138997E+01  0.000000E+00  -0.125000E+01   0.138997E+01   0.000000E+00  -0.101121E+01   0.000000E+00  -0.105683E-02
 0.203001E+01  0.966412E+00  -0.213208E-01   0.202090E+01   0.691432E+00  -0.140664E-01   0.982117E-01   0.767932E-02
 0.203001E+01  0.951279E+00  -0.157841E+00   0.202120E+01   0.681294E+00  -0.105111E+00   0.949176E-01  -0.396876E-02
 0.203001E+01  0.913085E+00  -0.294361E+00   0.202192E+01   0.654590E+00  -0.200209E+00   0.872294E-01   0.351747E-02
 0.203001E+01  0.851829E+00  -0.430881E+00   0.202292E+01   0.609045E+00  -0.301438E+00   0.764316E-01  -0.146881E-03
 0.203001E+01  0.767512E+00  -0.567400E+00   0.202408E+01   0.542310E+00  -0.409290E+00   0.638788E-01   0.103260E-02
 0.203001E+01  0.660133E+00  -0.703920E+00   0.202531E+01   0.452624E+00  -0.523178E+00   0.506254E-01   0.135673E-03
 0.203001E+01  0.529692E+00  -0.840440E+00   0.202654E+01   0.338939E+00  -0.642070E+00   0.373418E-01   0.609268E-03
 0.203001E+01  0.376190E+00  -0.976960E+00   0.202775E+01   0.200765E+00  -0.764897E+00   0.243892E-01  -0.167900E-02
 0.203001E+01  0.199626E+00  -0.111348E+01   0.202890E+01   0.379605E-01  -0.890741E+00   0.119270E-01   0.232900E-02
 0.203001E+01  0.000000E+00  -0.125000E+01   0.203001E+01   0.000000E+00  -0.101887E+01   0.000000E+00  -0.148953E-02
 0.263601E+01  0.943134E+00  -0.227309E-01   0.262434E+01   0.675682E+00  -0.153893E-01   0.129236E+00   0.823298E-02
 0.263601E+01  0.928163E+00  -0.159094E+00   0.262473E+01   0.665399E+00  -0.108611E+00   0.124955E+00  -0.339274E-02
 0.263601E+01  0.890737E+00  -0.295457E+00   0.262562E+01   0.638694E+00  -0.205529E+00   0.115024E+00   0.360331E-02
 0.263601E+01  0.830855E+00  -0.431821E+00   0.262689E+01   0.593533E+00  -0.308064E+00   0.101024E+00   0.155866E-03
 0.263601E+01  0.748518E+00  -0.568184E+00   0.262836E+01   0.527784E+00  -0.416728E+00   0.846514E-01   0.117505E-02
 0.263601E+01  0.643725E+00  -0.704547E+00   0.262994E+01   0.439807E+00  -0.531050E+00   0.672541E-01   0.208658E-03
 0.263601E+01  0.516477E+00  -0.840910E+00   0.263152E+01   0.328596E+00  -0.650119E+00   0.497160E-01   0.725064E-03
 0.263601E+01  0.366773E+00  -0.977274E+00   0.263307E+01   0.193655E+00  -0.772965E+00   0.325315E-01  -0.212098E-02
 0.263601E+01  0.194614E+00  -0.111364E+01   0.263457E+01   0.348165E-01  -0.898734E+00   0.159334E-01   0.286861E-02
 0.263601E+01  0.000000E+00  -0.125000E+01   0.263601E+01   0.000000E+00  -0.102674E+01   0.000000E+00  -0.185096E-02
 0.320977E+01  0.915113E+00  -0.241939E-01   0.319573E+01   0.655009E+00  -0.168199E-01   0.159825E+00   0.867136E-02
 0.320977E+01  0.900383E+00  -0.160395E+00   0.319619E+01   0.644628E+00  -0.112326E+00   0.154623E+00  -0.286813E-02
 0.320977E+01  0.863916E+00  -0.296595E+00   0.319724E+01   0.618055E+00  -0.211147E+00   0.142620E+00   0.367573E-02
 0.320977E+01  0.805711E+00  -0.432796E+00   0.319874E+01   0.573511E+00  -0.315037E+00   0.125621E+00   0.426845E-03
 0.320977E+01  0.725769E+00  -0.568997E+00   0.320050E+01   0.509092E+00  -0.424529E+00   0.105592E+00   0.130417E-02
 0.320977E+01  0.624090E+00  -0.705197E+00   0.320238E+01   0.423293E+00  -0.539271E+00   0.841446E-01   0.270512E-03
 0.320977E+01  0.500674E+00  -0.841398E+00   0.320429E+01   0.315151E+00  -0.658485E+00   0.623695E-01   0.842803E-03
 0.320977E+01  0.355520E+00  -0.977599E+00   0.320618E+01   0.184165E+00  -0.781306E+00   0.409053E-01  -0.256429E-02
 0.320977E+01  0.188628E+00  -0.111380E+01   0.320801E+01   0.301424E-01  -0.906954E+00   0.200733E-01   0.337667E-02
 0.320977E+01  0.000000E+00  -0.125000E+01   0.320977E+01   0.000000E+00  -0.103479E+01   0.000000E+00  -0.216291E-02
 0.375302E+01  0.882978E+00  -0.256812E-01   0.373677E+01   0.630043E+00  -0.183366E-01   0.190108E+00   0.898167E-02
 0.375302E+01  0.868566E+00  -0.161717E+00   0.373729E+01   0.619619E+00  -0.116196E+00   0.184056E+00  -0.236833E-02
 0.375302E+01  0.833230E+00  -0.297752E+00   0.373847E+01   0.593316E+00  -0.216982E+00   0.170162E+00   0.372200E-02
 0.375302E+01  0.776969E+00  -0.433787E+00   0.374017E+01   0.549608E+00  -0.322272E+00   0.150370E+00   0.673108E-03
 0.375302E+01  0.699785E+00  -0.569823E+00   0.374218E+01   0.486828E+00  -0.432616E+00   0.126852E+00   0.142092E-02
 0.375302E+01  0.601676E+00  -0.705858E+00   0.374435E+01   0.403610E+00  -0.547780E+00   0.101441E+00   0.319567E-03
 0.375302E+01  0.482643E+00  -0.841894E+00   0.374657E+01   0.299046E+00  -0.667124E+00   0.754283E-01   0.975477E-03
 0.375302E+01  0.342686E+00  -0.977929E+00   0.374878E+01   0.172631E+00  -0.789894E+00   0.496053E-01  -0.303769E-02
 0.375302E+01  0.181805E+00  -0.111396E+01   0.375093E+01   0.241467E-01  -0.915386E+00   0.243986E-01   0.388137E-02
 0.375302E+01  0.000000E+00  -0.125000E+01   0.375302E+01   0.000000E+00  -0.104301E+01   0.000000E+00  -0.243367E-02
 0.426737E+01  0.847286E+00  -0.270948E-01   0.424906E+01   0.601345E+00  -0.198645E-01   0.220160E+00   0.917281E-02
 0.426737E+01  0.833274E+00  -0.162973E+00   0.424963E+01   0.590946E+00  -0.120122E+00   0.213339E+00  -0.188526E-02
 0.426737E+01  0.799230E+00  -0.298852E+00   0.425092E+01   0.565056E+00  -0.222917E+00   0.197738E+00   0.373936E-02
 0.426737E+01  0.745153E+00  -0.434730E+00   0.425278E+01   0.522396E+00  -0.329656E+00   0.175370E+00   0.896974E-03
 0.426737E+01  0.671044E+00  -0.570608E+00   0.425502E+01   0.461531E+00  -0.440893E+00   0.148538E+00   0.152662E-02
 0.426737E+01  0.576901E+00  -0.706487E+00   0.425745E+01   0.381245E+00  -0.556504E+00   0.119254E+00   0.355017E-03
 0.426737E+01  0.462725E+00  -0.842365E+00   0.425997E+01   0.280689E+00  -0.675985E+00   0.889935E-01   0.113526E-02
 0.426737E+01  0.328516E+00  -0.978243E+00   0.426249E+01   0.159361E+00  -0.798697E+00   0.587112E-01  -0.355719E-02
 0.426737E+01  0.174275E+00  -0.111412E+01   0.426496E+01   0.170177E-01  -0.924020E+00   0.289549E-01   0.438632E-02
 0.426737E+01  0.000000E+00  -0.125000E+01   0.426737E+01   0.000000E+00  -0.105141E+01   0.000000E+00  -0.266116E-02
 0.475436E+01  0.808528E+00  -0.285228E-01   0.473413E+01   0.569411E+00  -0.214607E-01   0.250009E+00   0.923097E-02
 0.475436E+01  0.794983E+00  -0.164243E+00   0.473474E+01   0.559098E+00  -0.124127E+00   0.242498E+00  -0.140082E-02
 0.475436E+01  0.762366E+00  -0.299962E+00   0.473612E+01   0.533757E+00  -0.228957E+00   0.225374E+00   0.372085E-02
 0.475436E+01  0.710675E+00  -0.435682E+00   0.473812E+01   0.492338E+00  -0.337184E+00   0.200653E+00   0.110050E-02
 0.475436E+01  0.639911E+00  -0.571402E+00   0.474055E+01   0.433634E+00  -0.449356E+00   0.170695E+00   0.162123E-02
 0.475436E+01  0.550075E+00  -0.707121E+00   0.474323E+01   0.356580E+00  -0.565446E+00   0.137639E+00   0.375458E-03
 0.475436E+01  0.441166E+00  -0.842841E+00   0.474602E+01   0.260396E+00  -0.685079E+00   0.103128E+00   0.133608E-02
 0.475436E+01  0.313183E+00  -0.978561E+00   0.474884E+01   0.144590E+00  -0.807733E+00   0.682790E-01  -0.413091E-02
 0.475436E+01  0.166128E+00  -0.111428E+01   0.475163E+01   0.890069E-02  -0.932873E+00   0.337769E-01   0.487624E-02
 0.475436E+01  0.000000E+00  -0.125000E+01   0.475436E+01   0.000000E+00  -0.106002E+01   0.000000E+00  -0.283580E-02
 0.521546E+01  0.767151E+00  -0.300576E-01   0.519343E+01   0.534689E+00  -0.231925E-01   0.279651E+00   0.918081E-02
 0.521546E+01  0.754121E+00  -0.165607E+00   0.519407E+01   0.524518E+00  -0.128247E+00   0.271521E+00  -0.937397E-03
 0.521546E+01  0.723040E+00  -0.301156E+00   0.519553E+01   0.499853E+00  -0.235117E+00   0.253055E+00   0.367458E-02
 0.521546E+01  0.673905E+00  -0.436705E+00   0.519764E+01   0.459854E+00  -0.344862E+00   0.226205E+00   0.127789E-02
 0.521546E+01  0.606719E+00  -0.572254E+00   0.520023E+01   0.403527E+00  -0.458009E+00   0.193321E+00   0.170572E-02
 0.521546E+01  0.521480E+00  -0.707803E+00   0.520312E+01   0.329961E+00  -0.574615E+00   0.156615E+00   0.377715E-03
 0.521546E+01  0.418189E+00  -0.843353E+00   0.520617E+01   0.238454E+00  -0.694423E+00   0.117866E+00   0.159467E-02
 0.521546E+01  0.296845E+00  -0.978902E+00   0.520929E+01   0.128535E+00  -0.817023E+00   0.783468E-01  -0.475846E-02
 0.521546E+01  0.157449E+00  -0.111445E+01   0.521239E+01   0.000000E+00  -0.941972E+00   0.388917E-01   0.531469E-02
 0.521546E+01  0.000000E+00  -0.125000E+01   0.521546E+01   0.000000E+00  -0.106885E+01   0.000000E+00  -0.294234E-02
 0.565202E+01  0.723569E+00  -0.314501E-01   0.562834E+01   0.497596E+00  -0.248638E-01   0.309067E+00   0.906176E-02
 0.565202E+01  0.711128E+00  -0.166845E+00   0.562900E+01   0.487646E+00  -0.132289E+00   0.300404E+00  -0.518582E-03
 0.565202E+01  0.681698E+00  -0.302239E+00   0.563051E+01   0.463799E+00  -0.241205E+00   0.280779E+00   0.360939E-02
 0.565202E+01  0.635280E+00  -0.437633E+00   0.563271E+01   0.425400E+00  -0.352511E+00   0.252029E+00   0.142520E-02
 0.565202E+01  0.571872E+00  -0.573028E+00   0.563544E+01   0.371653E+00  -0.466700E+00   0.216431E+00   0.177996E-02
 0.565202E+01  0.491476E+00  -0.708422E+00   0.563852E+01   0.301797E+00  -0.583892E+00   0.176213E+00   0.360974E-03
 0.565202E+01  0.394090E+00  -0.843817E+00   0.564181E+01   0.215214E+00  -0.703934E+00   0.133249E+00   0.191861E-02
 0.565202E+01  0.279716E+00  -0.979211E+00   0.564520E+01   0.111464E+00  -0.826525E+00   0.889594E-01  -0.540997E-02
 0.565202E+01  0.148352E+00  -0.111461E+01   0.564862E+01   0.000000E+00  -0.951309E+00   0.443304E-01   0.566146E-02
 0.565202E+01  0.000000E+00  -0.125000E+01   0.565202E+01   0.000000E+00  -0.107793E+01   0.000000E+00  -0.297247E-02
 0.606537E+01  0.678162E+00  -0.325754E-01   0.604015E+01   0.458513E+00  -0.263602E-01   0.338221E+00   0.886607E-02
 0.606537E+01  0.666387E+00  -0.167845E+00   0.604083E+01   0.448874E+00  -0.136132E+00   0.329118E+00  -0.134334E-03
 0.606537E+01  0.638718E+00  -0.303114E+00   0.604236E+01   0.425989E+00  -0.247104E+00   0.308514E+00   0.352231E-02
 0.606537E+01  0.595155E+00  -0.438384E+00   0.604463E+01   0.389366E+00  -0.360020E+00   0.278094E+00   0.154360E-02
 0.606537E+01  0.535698E+00  -0.573653E+00   0.604747E+01   0.338384E+00  -0.475332E+00   0.240003E+00   0.184016E-02
 0.606537E+01  0.460347E+00  -0.708922E+00   0.605072E+01   0.272426E+00  -0.593202E+00   0.196426E+00   0.327003E-03
 0.606537E+01  0.369101E+00  -0.844192E+00   0.605423E+01   0.190965E+00  -0.713565E+00   0.149293E+00   0.229667E-02
 0.606537E+01  0.261962E+00  -0.979461E+00   0.605790E+01   0.935992E-01  -0.836219E+00   0.100143E+00  -0.601231E-02
 0.606537E+01  0.138928E+00  -0.111473E+01   0.606163E+01   0.000000E+00  -0.960895E+00   0.501162E-01   0.586677E-02
 0.606537E+01  0.000000E+00  -0.125000E+01   0.606537E+01   0.000000E+00  -0.108731E+01   0.000000E+00  -0.292375E-02
 0.645673E+01  0.631272E+00  -0.335028E-01   0.643009E+01   0.417788E+00  -0.277194E-01   0.367063E+00   0.857452E-02
 0.645673E+01  0.620223E+00  -0.168669E+00   0.643078E+01   0.408537E+00  -0.139798E+00   0.357603E+00   0.224403E-03
 0.645673E+01  0.594402E+00  -0.303836E+00   0.643233E+01   0.386748E+00  -0.252818E+00   0.336187E+00   0.340970E-02
 0.645673E+01  0.553807E+00  -0.439002E+00   0.643465E+01   0.352061E+00  -0.367386E+00   0.304315E+00   0.163320E-02
 0.645673E+01  0.498439E+00  -0.574168E+00   0.643758E+01   0.304010E+00  -0.483899E+00   0.263957E+00   0.188023E-02
 0.645673E+01  0.428297E+00  -0.709335E+00   0.644097E+01   0.242112E+00  -0.602543E+00   0.217196E+00   0.277171E-03
 0.645673E+01  0.343383E+00  -0.844501E+00   0.644469E+01   0.165931E+00  -0.723324E+00   0.165966E+00   0.269663E-02
 0.645673E+01  0.243695E+00  -0.979667E+00   0.644861E+01   0.751172E-01  -0.846125E+00   0.111894E+00  -0.644777E-02
 0.645673E+01  0.129234E+00  -0.111483E+01   0.645265E+01   0.000000E+00  -0.970758E+00   0.562573E-01   0.584728E-02
 0.645673E+01  0.000000E+00  -0.125000E+01   0.645673E+01   0.000000E+00  -0.109701E+01   0.000000E+00  -0.279068E-02
 0.682727E+01  0.583214E+00  -0.343388E-01   0.679935E+01   0.375738E+00  -0.290162E-01   0.395537E+00   0.822022E-02
 0.682727E+01  0.572933E+00  -0.169412E+00   0.680003E+01   0.366941E+00  -0.143341E+00   0.385786E+00   0.536366E-03
 0.682727E+01  0.549023E+00  -0.304486E+00   0.680159E+01   0.346366E+00  -0.258386E+00   0.363700E+00   0.327721E-02
 0.682727E+01  0.511482E+00  -0.439559E+00   0.680393E+01   0.313760E+00  -0.374630E+00   0.330580E+00   0.169087E-02
 0.682727E+01  0.460311E+00  -0.574633E+00   0.680693E+01   0.268789E+00  -0.492414E+00   0.288177E+00   0.189251E-02
 0.682727E+01  0.395509E+00  -0.709706E+00   0.681044E+01   0.211091E+00  -0.611927E+00   0.238425E+00   0.216810E-03
 0.682727E+01  0.317077E+00  -0.844780E+00   0.681434E+01   0.140321E+00  -0.733226E+00   0.183203E+00   0.304299E-02
 0.682727E+01  0.225015E+00  -0.979853E+00   0.681850E+01   0.561854E-01  -0.856265E+00   0.124180E+00  -0.653921E-02
 0.682727E+01  0.119323E+00  -0.111493E+01   0.682284E+01   0.000000E+00  -0.980931E+00   0.627473E-01   0.551366E-02
 0.682727E+01  0.000000E+00  -0.125000E+01   0.682727E+01   0.000000E+00  -0.110707E+01   0.000000E+00  -0.257515E-02
 0.717810E+01  0.534281E+00  -0.350388E-01   0.714901E+01   0.332659E+00  -0.302036E-01   0.423588E+00   0.783563E-02
 0.717810E+01  0.524808E+00  -0.170034E+00   0.714969E+01   0.324382E+00  -0.146710E+00   0.413607E+00   0.787467E-03
 0.717810E+01  0.502861E+00  -0.305030E+00   0.715125E+01   0.305133E+00  -0.263751E+00   0.390977E+00   0.312873E-02
 0.717810E+01  0.468442E+00  -0.440026E+00   0.715359E+01   0.274746E+00  -0.381692E+00   0.356789E+00   0.171801E-02
 0.717810E+01  0.421550E+00  -0.575022E+00   0.715663E+01   0.232993E+00  -0.500814E+00   0.312556E+00   0.186998E-02
 0.717810E+01  0.362186E+00  -0.710017E+00   0.716024E+01   0.179616E+00  -0.621298E+00   0.260013E+00   0.163262E-03
